person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,credit_history_to_employment_ratio
23.0,62100.0,3,3.0,3,1,7000.0,10.99,0.0,0.11272141706924316,0,2.0,0.5
23.0,51600.0,0,4.0,1,1,7200.0,10.65,0.0,0.13953488372093023,0,3.0,0.6
26.0,63000.0,3,4.0,5,3,7000.0,14.84,0.0,0.1111111111111111,0,2.0,0.4
22.0,64000.0,3,6.0,1,0,7000.0,5.79,0.0,0.109375,0,3.0,0.42857142857142855
22.0,51600.0,0,6.0,1,1,4200.0,10.59,0.0,0.08139534883720931,0,3.0,0.42857142857142855
23.0,51600.0,0,1.0,0,1,5000.0,10.59,0.0,0.09689922480620156,0,3.0,1.5
23.0,64600.0,3,7.0,3,1,7000.0,11.86,0.0,0.10835913312693499,0,3.0,0.375
25.0,64800.0,3,1.0,4,2,7000.0,12.73,0.0,0.10802469135802469,0,2.0,1.0
22.0,65000.0,3,4.0,1,2,7000.0,14.27,0.0,0.1076923076923077,1,4.0,0.8
22.0,51600.0,0,2.0,5,2,7000.0,12.98,0.0,0.13565891472868216,1,2.0,0.6666666666666666
22.0,65000.0,3,7.0,1,3,7000.0,15.99,0.0,0.1076923076923077,0,3.0,0.375
25.0,51600.0,2,2.0,5,3,6000.0,10.99,0.0,0.11627906976744186,0,4.0,1.3333333333333333
22.0,65000.0,3,0.0,0,2,7000.0,12.99,0.0,0.1076923076923077,0,2.0,2.0
26.0,51600.0,2,10.0,2,1,15000.0,9.88,0.0,0.29069767441860467,0,3.0,0.2727272727272727
24.0,51600.0,2,8.0,5,2,20000.0,12.87,0.0,0.3875968992248062,0,4.0,0.4444444444444444
26.0,65000.0,3,3.0,1,0,7000.0,10.99,0.0,0.1076923076923077,0,2.0,0.5
23.0,65000.0,3,7.0,1,1,7000.0,10.75,0.0,0.1076923076923077,0,4.0,0.5
25.0,51669.0,0,2.0,2,1,12000.0,10.37,0.0,0.23224757591592637,0,4.0,1.3333333333333333
25.0,51684.0,0,9.0,4,3,4000.0,15.99,0.0,0.07739339060444238,0,4.0,0.4
26.0,51700.0,2,2.0,2,0,13200.0,7.51,0.0,0.2553191489361702,0,4.0,1.3333333333333333
22.0,51800.0,0,4.0,1,1,7200.0,11.71,0.0,0.138996138996139,0,3.0,0.6
21.0,51800.0,0,1.0,5,1,5000.0,9.99,0.0,0.09652509652509653,0,3.0,1.5
24.0,65000.0,3,0.0,0,1,7000.0,11.83,0.0,0.1076923076923077,0,2.0,2.0
23.0,51852.0,0,0.0,3,0,10000.0,8.59,0.0,0.19285659183830903,0,2.0,2.0
23.0,65000.0,3,0.0,5,1,7000.0,10.71,0.0,0.1076923076923077,0,2.0,2.0
21.0,65000.0,3,0.0,5,0,7000.0,10.99,0.0,0.1076923076923077,0,4.0,4.0
22.0,51900.0,0,5.0,5,1,14100.0,11.49,0.0,0.27167630057803466,0,2.0,0.3333333333333333
23.0,66000.0,3,2.0,1,0,7000.0,7.66,0.0,0.10606060606060606,0,3.0,1.0
24.0,51992.0,0,9.0,4,2,15000.0,13.98,0.0,0.2885059239883059,0,3.0,0.3
22.0,66000.0,3,0.0,1,1,7000.0,9.99,0.0,0.10606060606060606,0,4.0,4.0
24.0,51996.0,0,3.0,4,0,7000.0,7.49,0.0,0.13462574044157244,0,3.0,0.75
24.0,66000.0,3,2.0,5,1,7000.0,11.49,0.0,0.10606060606060606,0,3.0,1.0
24.0,60000.0,3,8.0,1,0,7000.0,7.51,1.0,0.11666666666666667,0,4.0,0.4444444444444444
21.0,51996.0,0,1.0,1,0,18000.0,8.49,0.0,0.34618047542118624,0,2.0,1.0
26.0,51996.0,0,8.0,0,0,18000.0,8.49,0.0,0.34618047542118624,0,3.0,0.3333333333333333
23.0,51996.0,0,3.0,4,0,5000.0,6.92,0.0,0.09616124317255173,0,3.0,0.75
24.0,51996.0,0,0.0,4,1,12000.0,10.74,0.0,0.23078698361412417,0,3.0,3.0
25.0,67000.0,3,3.0,1,0,7000.0,8.94,0.0,0.1044776119402985,0,4.0,1.0
25.0,45996.0,0,9.0,2,2,11000.0,12.68,1.0,0.23915123054178625,0,2.0,0.2
26.0,67550.0,3,3.0,3,0,7000.0,8.9,0.0,0.10362694300518134,0,2.0,0.5
23.0,67752.0,3,3.0,1,0,7000.0,6.62,0.0,0.10331798323296729,0,4.0,1.0
22.0,51996.0,2,6.0,5,2,8400.0,12.98,0.0,0.16155088852988692,1,4.0,0.5714285714285714
23.0,68700.0,3,2.0,5,2,7000.0,12.53,0.0,0.10189228529839883,0,4.0,1.3333333333333333
25.0,69500.0,3,7.0,3,2,7000.0,10.78,0.0,0.10071942446043165,1,3.0,0.375
22.0,54400.0,3,2.0,3,4,7000.0,10.99,1.0,0.12867647058823528,1,2.0,0.6666666666666666
25.0,51996.0,0,6.0,5,2,7000.0,10.99,0.0,0.13462574044157244,0,3.0,0.42857142857142855
25.0,70000.0,3,2.0,3,2,7000.0,13.79,0.0,0.1,1,3.0,1.0
22.0,51996.0,0,6.0,4,0,6000.0,7.88,0.0,0.11539349180706208,0,4.0,0.5714285714285714
25.0,70356.0,3,8.0,2,0,7000.0,7.29,0.0,0.09949400193302632,0,4.0,0.4444444444444444
22.0,51996.0,2,7.0,5,1,6000.0,10.75,0.0,0.11539349180706208,0,2.0,0.25
22.0,51996.0,0,6.0,1,0,9600.0,7.14,0.0,0.18462958689129932,0,4.0,0.5714285714285714
23.0,72000.0,3,0.0,3,0,7000.0,7.9,0.0,0.09722222222222222,0,2.0,2.0
23.0,72000.0,3,7.0,1,2,7000.0,13.11,0.0,0.09722222222222222,1,4.0,0.5
26.0,72000.0,3,8.0,4,0,7000.0,9.32,0.0,0.09722222222222222,0,2.0,0.2222222222222222
23.0,66348.0,3,0.0,5,4,7000.0,17.04,1.0,0.10550431060469043,0,4.0,4.0
21.0,45996.0,0,2.0,1,2,17000.0,13.16,1.0,0.3695973562918515,1,4.0,1.3333333333333333
25.0,72700.0,3,4.0,2,3,7000.0,14.84,0.0,0.09628610729023383,1,2.0,0.4
26.0,51996.0,0,10.0,4,1,1500.0,9.7,0.0,0.02884837295176552,0,3.0,0.2727272727272727
23.0,75000.0,3,2.0,4,1,7000.0,6.0,0.0,0.09333333333333334,0,3.0,1.0
26.0,75000.0,3,0.0,0,0,7000.0,8.9,0.0,0.09333333333333334,0,4.0,4.0
25.0,75000.0,3,4.0,3,0,7000.0,7.49,0.0,0.09333333333333334,0,2.0,0.4
24.0,75000.0,3,2.0,2,1,7000.0,10.74,0.0,0.09333333333333334,0,3.0,1.0
23.0,46000.0,0,5.0,4,1,9500.0,12.69,1.0,0.20652173913043478,0,4.0,0.6666666666666666
22.0,75000.0,3,5.0,1,1,7000.0,10.99,0.0,0.09333333333333334,0,2.0,0.3333333333333333
22.0,52000.0,0,6.0,5,0,12000.0,6.62,0.0,0.23076923076923078,0,3.0,0.42857142857142855
23.0,75800.0,3,0.0,4,0,7000.0,6.54,0.0,0.09234828496042216,0,2.0,2.0
22.0,76000.0,3,6.0,1,1,7000.0,11.12,0.0,0.09210526315789473,0,2.0,0.2857142857142857
22.0,52000.0,0,5.0,1,0,6000.0,7.9,0.0,0.11538461538461539,0,4.0,0.6666666666666666
24.0,78300.0,3,2.0,5,0,7000.0,6.03,0.0,0.08939974457215837,0,3.0,1.0
24.0,52000.0,0,2.0,1,1,18000.0,11.71,0.0,0.34615384615384615,0,3.0,1.0
24.0,79000.0,3,3.0,4,2,7000.0,12.54,0.0,0.08860759493670886,0,3.0,0.75
22.0,80000.0,3,4.0,0,0,7000.0,6.62,0.0,0.0875,0,3.0,0.6
23.0,74000.0,3,7.0,2,0,7000.0,6.03,1.0,0.0945945945945946,0,3.0,0.375
22.0,80000.0,3,4.0,4,0,7000.0,7.51,0.0,0.0875,0,2.0,0.4
23.0,80000.0,3,1.0,5,0,7000.0,7.14,0.0,0.0875,0,2.0,1.0
26.0,80400.0,3,6.0,5,1,7000.0,10.65,0.0,0.08706467661691543,0,2.0,0.2857142857142857
23.0,52000.0,0,5.0,1,1,12800.0,10.65,0.0,0.24615384615384617,0,2.0,0.3333333333333333
23.0,52000.0,2,7.0,1,0,6000.0,10.99,0.0,0.11538461538461539,0,3.0,0.375
24.0,82000.0,3,8.0,1,1,7000.0,10.0,0.0,0.08536585365853659,0,4.0,0.4444444444444444
25.0,52000.0,0,8.0,2,1,14500.0,10.65,0.0,0.27884615384615385,0,4.0,0.4444444444444444
23.0,76000.0,3,0.0,4,3,7000.0,14.96,1.0,0.09210526315789473,0,4.0,4.0
23.0,52000.0,0,7.0,1,0,22000.0,7.51,0.0,0.4230769230769231,0,2.0,0.25
26.0,83000.0,3,6.0,3,2,7000.0,13.49,0.0,0.08433734939759036,1,3.0,0.42857142857142855
23.0,52000.0,0,7.0,1,0,8400.0,8.9,0.0,0.16153846153846155,0,2.0,0.25
21.0,52000.0,2,1.0,1,1,13200.0,12.42,0.0,0.25384615384615383,0,2.0,1.0
26.0,52000.0,0,2.0,1,0,6000.0,8.9,0.0,0.11538461538461539,0,4.0,1.3333333333333333
26.0,52000.0,2,10.0,4,0,10000.0,8.9,0.0,0.19230769230769232,0,3.0,0.2727272727272727
24.0,52000.0,0,9.0,5,1,11300.0,10.99,0.0,0.2173076923076923,0,3.0,0.3
23.0,83236.0,3,6.0,1,0,7000.0,6.92,0.0,0.08409822672881927,0,2.0,0.2857142857142857
21.0,52000.0,0,5.0,0,0,5000.0,7.9,0.0,0.09615384615384616,0,3.0,0.5
25.0,66300.0,3,3.0,3,1,7000.0,9.25,1.0,0.10558069381598793,0,3.0,0.75
21.0,52000.0,0,4.0,4,3,2000.0,15.62,0.0,0.038461538461538464,0,4.0,0.8
25.0,52000.0,0,8.0,1,2,3900.0,10.99,0.0,0.075,0,4.0,0.4444444444444444
21.0,52000.0,0,5.0,0,0,13250.0,5.99,0.0,0.2548076923076923,0,2.0,0.3333333333333333
26.0,52000.0,0,6.0,4,1,3300.0,10.99,0.0,0.06346153846153846,0,2.0,0.2857142857142857
26.0,85000.0,3,10.0,1,1,7000.0,12.42,0.0,0.08235294117647059,0,4.0,0.36363636363636365
24.0,27311.0,3,1.0,3,2,6250.0,12.87,0.0,0.22884552012009812,1,4.0,2.0
25.0,52000.0,0,3.0,4,0,6000.0,8.49,0.0,0.11538461538461539,0,3.0,0.75
22.0,28500.0,3,2.0,2,3,6250.0,14.84,1.0,0.21929824561403508,0,4.0,1.3333333333333333
24.0,29000.0,3,0.0,0,1,6250.0,10.99,0.0,0.21551724137931033,0,2.0,2.0
22.0,29100.0,3,2.0,4,3,6250.0,16.07,1.0,0.21477663230240548,1,3.0,1.0
25.0,29120.0,3,1.0,5,2,6250.0,15.96,0.0,0.21462912087912087,1,3.0,1.5
26.0,46000.0,0,8.0,2,1,7000.0,9.99,1.0,0.15217391304347827,0,3.0,0.3333333333333333
24.0,46000.0,0,4.0,3,3,10000.0,15.99,1.0,0.21739130434782608,0,3.0,0.6
25.0,46000.0,0,5.0,3,1,6000.0,10.99,1.0,0.13043478260869565,0,3.0,0.5
23.0,38400.0,3,3.0,0,0,6250.0,8.9,0.0,0.16276041666666666,0,4.0,1.0
26.0,52000.0,2,10.0,5,0,8000.0,8.49,0.0,0.15384615384615385,0,3.0,0.2727272727272727
23.0,54000.0,3,3.0,0,0,6250.0,6.99,0.0,0.11574074074074074,0,3.0,0.75
24.0,12624.0,3,4.0,5,2,6300.0,13.85,1.0,0.4990494296577947,0,3.0,0.6
21.0,30000.0,3,2.0,0,1,6300.0,11.71,0.0,0.21,0,3.0,1.0
24.0,90000.0,3,0.0,3,2,7000.0,13.99,0.0,0.07777777777777778,0,4.0,4.0
22.0,90000.0,3,2.0,4,1,7000.0,8.88,0.0,0.07777777777777778,0,3.0,1.0
24.0,46000.0,0,8.0,4,2,29100.0,12.99,1.0,0.6326086956521739,1,2.0,0.2222222222222222
22.0,52000.0,0,0.0,1,2,20000.0,13.99,0.0,0.38461538461538464,1,3.0,3.0
22.0,52000.0,0,6.0,5,2,2650.0,12.99,0.0,0.05096153846153846,1,3.0,0.42857142857142855
25.0,90000.0,3,3.0,4,2,7000.0,13.16,0.0,0.07777777777777778,0,2.0,0.5
25.0,95000.0,3,1.0,0,0,7000.0,6.99,0.0,0.07368421052631578,0,2.0,1.0
22.0,70550.0,3,0.0,3,4,7000.0,15.88,1.0,0.09922041105598867,0,3.0,3.0
24.0,96000.0,3,6.0,0,1,7000.0,9.91,0.0,0.07291666666666667,0,2.0,0.2857142857142857
26.0,97000.0,3,2.0,0,0,7000.0,7.91,0.0,0.07216494845360824,0,4.0,1.3333333333333333
26.0,99100.0,3,2.0,4,0,7000.0,7.49,0.0,0.07063572149344097,0,3.0,1.0
26.0,100840.0,3,10.0,0,1,7000.0,9.99,0.0,0.06941689805632685,0,3.0,0.2727272727272727
24.0,52000.0,0,6.0,5,0,9000.0,5.79,0.0,0.17307692307692307,0,2.0,0.2857142857142857
22.0,105000.0,3,6.0,3,0,7000.0,7.74,0.0,0.06666666666666667,0,3.0,0.42857142857142855
24.0,110000.0,3,1.0,3,0,7000.0,7.51,0.0,0.06363636363636363,0,2.0,1.0
24.0,52000.0,0,8.0,1,0,3000.0,7.66,0.0,0.057692307692307696,0,4.0,0.4444444444444444
24.0,52000.0,0,8.0,2,1,15000.0,10.0,0.0,0.28846153846153844,0,2.0,0.2222222222222222
23.0,111000.0,3,7.0,1,0,7000.0,8.0,0.0,0.06306306306306306,0,3.0,0.375
24.0,52000.0,0,8.0,3,0,14500.0,7.29,0.0,0.27884615384615385,0,4.0,0.4444444444444444
22.0,115200.0,3,0.0,0,0,7000.0,7.66,0.0,0.06076388888888889,0,2.0,2.0
25.0,52000.0,0,9.0,0,1,8500.0,10.74,0.0,0.16346153846153846,0,3.0,0.3
22.0,52000.0,0,6.0,1,2,9750.0,13.06,0.0,0.1875,0,3.0,0.42857142857142855
26.0,52000.0,2,10.0,1,3,5000.0,15.65,0.0,0.09615384615384616,1,4.0,0.36363636363636365
24.0,118000.0,3,5.0,2,0,7000.0,8.49,0.0,0.059322033898305086,0,2.0,0.3333333333333333
26.0,52000.0,0,7.0,5,1,6500.0,10.74,0.0,0.125,0,2.0,0.25
23.0,120000.0,3,1.0,4,1,7000.0,10.75,0.0,0.058333333333333334,0,2.0,1.0
25.0,52000.0,0,7.0,3,0,6000.0,7.66,0.0,0.11538461538461539,0,2.0,0.25
25.0,52000.0,0,9.0,2,0,24500.0,6.17,0.0,0.47115384615384615,0,3.0,0.3
26.0,150000.0,3,3.0,3,1,7000.0,9.63,0.0,0.04666666666666667,0,4.0,1.0
22.0,28000.0,3,0.0,1,2,6975.0,12.29,0.0,0.24910714285714286,0,4.0,4.0
26.0,52000.0,0,10.0,2,1,10750.0,9.62,0.0,0.20673076923076922,0,2.0,0.18181818181818182
24.0,25000.0,3,0.0,3,3,6950.0,14.42,1.0,0.278,1,3.0,3.0
23.0,30000.0,3,0.0,1,2,6300.0,14.35,0.0,0.21,0,4.0,4.0
24.0,52000.0,2,4.0,0,3,7000.0,14.09,0.0,0.1346153846153846,1,4.0,0.8
22.0,30000.0,3,0.0,5,2,6300.0,13.22,0.0,0.21,1,3.0,3.0
26.0,37000.0,3,10.0,4,1,6300.0,10.99,0.0,0.17027027027027028,0,3.0,0.2727272727272727
21.0,42504.0,3,0.0,1,0,6300.0,6.99,0.0,0.1482213438735178,0,3.0,3.0
24.0,46000.0,0,6.0,0,3,12000.0,14.83,1.0,0.2608695652173913,1,3.0,0.42857142857142855
22.0,50724.0,3,7.0,1,2,6300.0,15.96,0.0,0.1242015613910575,1,4.0,0.5
24.0,52000.0,0,0.0,1,2,1200.0,13.98,0.0,0.023076923076923078,1,2.0,2.0
24.0,46000.0,0,9.0,1,0,12000.0,7.88,1.0,0.2608695652173913,0,4.0,0.4
25.0,52000.0,0,5.0,2,0,12000.0,7.88,0.0,0.23076923076923078,0,3.0,0.5
22.0,52000.0,0,5.0,5,2,3000.0,14.35,0.0,0.057692307692307696,0,2.0,0.3333333333333333
25.0,54503.0,3,9.0,1,0,6300.0,7.51,0.0,0.1155899675247234,0,2.0,0.2
24.0,58650.0,3,6.0,3,3,6300.0,14.91,1.0,0.10741687979539642,1,2.0,0.2857142857142857
25.0,84000.0,3,5.0,5,0,6300.0,7.88,0.0,0.075,0,3.0,0.5
25.0,25000.0,3,3.0,3,0,6325.0,8.9,0.0,0.253,0,4.0,1.0
26.0,55000.0,3,5.0,4,1,6325.0,10.65,0.0,0.115,0,4.0,0.6666666666666666
22.0,60200.0,3,2.0,0,0,6325.0,7.51,0.0,0.10506644518272425,0,3.0,1.0
23.0,74415.0,3,1.0,4,3,6350.0,12.92,1.0,0.0853322582812605,1,3.0,1.5
26.0,32000.0,3,7.0,0,1,6375.0,10.74,0.0,0.19921875,0,2.0,0.25
25.0,44000.0,3,4.0,1,0,6375.0,10.99,0.0,0.14488636363636365,0,2.0,0.4
23.0,52000.0,2,2.0,1,1,6000.0,10.75,0.0,0.11538461538461539,0,4.0,1.3333333333333333
24.0,52000.0,0,2.0,3,0,4800.0,10.99,0.0,0.09230769230769231,0,2.0,0.6666666666666666
25.0,18000.0,3,2.0,3,0,6500.0,10.99,1.0,0.3611111111111111,0,3.0,1.0
22.0,20000.0,3,1.0,0,1,6500.0,10.99,1.0,0.325,0,2.0,1.0
24.0,52000.0,0,8.0,1,2,12000.0,13.85,0.0,0.23076923076923078,1,4.0,0.4444444444444444
21.0,21000.0,3,6.0,1,1,6500.0,11.89,1.0,0.30952380952380953,0,4.0,0.5714285714285714
22.0,52000.0,0,2.0,3,1,18000.0,9.88,0.0,0.34615384615384615,0,4.0,1.3333333333333333
24.0,21600.0,3,4.0,5,2,6500.0,14.79,1.0,0.30092592592592593,1,4.0,0.8
24.0,52000.0,0,7.0,3,2,5000.0,14.22,0.0,0.09615384615384616,0,2.0,0.25
26.0,52000.0,0,2.0,2,1,10000.0,9.88,0.0,0.19230769230769232,0,4.0,1.3333333333333333
26.0,52000.0,0,6.0,4,0,6500.0,6.76,0.0,0.125,0,4.0,0.5714285714285714
24.0,52000.0,2,8.0,1,1,4000.0,10.62,0.0,0.07692307692307693,0,4.0,0.4444444444444444
26.0,52000.0,0,3.0,2,3,2500.0,14.59,0.0,0.04807692307692308,0,4.0,1.0
24.0,24000.0,3,0.0,1,1,6500.0,11.36,0.0,0.2708333333333333,0,2.0,2.0
22.0,52000.0,0,5.0,5,0,3900.0,7.51,0.0,0.075,0,3.0,0.5
24.0,52000.0,0,7.0,5,1,7800.0,11.36,0.0,0.15,0,3.0,0.375
24.0,52000.0,0,8.0,4,1,5000.0,10.99,0.0,0.09615384615384616,0,3.0,0.3333333333333333
21.0,24000.0,3,1.0,5,1,6500.0,12.53,0.0,0.2708333333333333,0,2.0,1.0
26.0,25000.0,3,4.0,3,3,6500.0,14.09,1.0,0.26,1,2.0,0.4
24.0,52000.0,0,3.0,5,0,3500.0,6.76,0.0,0.0673076923076923,0,3.0,0.75
22.0,52000.0,0,0.0,1,0,10000.0,7.88,0.0,0.19230769230769232,0,3.0,3.0
26.0,25596.0,3,0.0,3,1,6500.0,9.99,0.0,0.2539459290514143,0,4.0,4.0
24.0,52000.0,0,8.0,5,1,8400.0,10.99,0.0,0.16153846153846155,0,4.0,0.4444444444444444
25.0,46000.0,2,0.0,0,4,19750.0,16.7,1.0,0.42934782608695654,1,4.0,4.0
22.0,46000.0,0,0.0,3,1,8000.0,12.53,1.0,0.17391304347826086,0,3.0,3.0
23.0,52000.0,2,1.0,4,1,10000.0,11.14,0.0,0.19230769230769232,0,2.0,1.0
24.0,52000.0,2,8.0,4,0,5000.0,7.4,0.0,0.09615384615384616,0,2.0,0.2222222222222222
26.0,28000.0,3,7.0,3,0,6500.0,7.51,0.0,0.23214285714285715,0,3.0,0.375
24.0,30000.0,3,0.0,5,1,6500.0,10.99,0.0,0.21666666666666667,0,3.0,3.0
22.0,30000.0,3,4.0,1,2,6500.0,13.85,0.0,0.21666666666666667,1,3.0,0.6
22.0,52000.0,0,0.0,0,0,3000.0,7.05,0.0,0.057692307692307696,0,2.0,2.0
22.0,31000.0,3,2.0,1,0,6500.0,8.32,0.0,0.20967741935483872,0,3.0,1.0
26.0,32000.0,3,2.0,3,2,6500.0,14.22,0.0,0.203125,1,2.0,0.6666666666666666
23.0,32000.0,3,0.0,1,0,6500.0,7.88,0.0,0.203125,0,4.0,4.0
22.0,32200.0,3,5.0,4,1,6500.0,11.83,0.0,0.20186335403726707,0,2.0,0.3333333333333333
22.0,33000.0,3,4.0,3,0,6500.0,6.17,0.0,0.19696969696969696,0,4.0,0.8
23.0,33000.0,3,0.0,1,0,6500.0,7.51,0.0,0.19696969696969696,0,2.0,2.0
24.0,46000.0,0,2.0,4,1,15250.0,12.53,1.0,0.33152173913043476,0,2.0,0.6666666666666666
25.0,35000.0,3,4.0,3,2,6500.0,12.68,0.0,0.18571428571428572,1,2.0,0.4
22.0,52000.0,0,6.0,4,0,4800.0,8.59,0.0,0.09230769230769231,0,2.0,0.2857142857142857
21.0,52000.0,0,1.0,1,2,16000.0,12.87,0.0,0.3076923076923077,0,4.0,2.0
22.0,36000.0,3,0.0,4,2,6500.0,10.99,0.0,0.18055555555555555,0,3.0,3.0
26.0,46000.0,0,3.0,1,6,5000.0,19.16,1.0,0.10869565217391304,0,3.0,0.75
24.0,38000.0,3,8.0,4,2,6500.0,11.34,0.0,0.17105263157894737,1,3.0,0.3333333333333333
26.0,52000.0,0,0.0,1,1,3600.0,11.89,0.0,0.06923076923076923,0,2.0,2.0
25.0,52000.0,0,3.0,3,0,6000.0,9.32,0.0,0.11538461538461539,0,2.0,0.5
26.0,52000.0,0,10.0,4,0,3000.0,9.63,0.0,0.057692307692307696,0,3.0,0.2727272727272727
21.0,52000.0,0,5.0,1,2,7000.0,13.47,0.0,0.1346153846153846,0,3.0,0.5
23.0,52000.0,2,3.0,3,2,9250.0,13.16,0.0,0.1778846153846154,0,3.0,0.75
22.0,34000.0,3,1.0,4,2,6500.0,13.22,1.0,0.19117647058823528,1,3.0,1.5
26.0,52000.0,0,7.0,0,1,3600.0,10.51,0.0,0.06923076923076923,0,3.0,0.375
25.0,40000.0,3,1.0,0,1,6500.0,11.89,0.0,0.1625,0,4.0,2.0
26.0,40100.0,3,3.0,5,3,6500.0,10.99,0.0,0.16209476309226933,0,4.0,1.0
21.0,40116.0,3,2.0,5,0,6500.0,5.79,0.0,0.16203011267324757,0,3.0,1.0
24.0,52000.0,0,8.0,4,0,5000.0,8.32,0.0,0.09615384615384616,0,2.0,0.2222222222222222
22.0,52000.0,0,0.0,1,2,6400.0,11.34,0.0,0.12307692307692308,1,4.0,4.0
22.0,35325.0,3,2.0,2,3,6500.0,15.95,1.0,0.18400566171266808,0,2.0,0.6666666666666666
20.0,42000.0,3,4.0,5,1,6500.0,11.71,0.0,0.15476190476190477,0,2.0,0.4
25.0,42000.0,3,2.0,3,2,6500.0,13.49,0.0,0.15476190476190477,1,3.0,1.0
23.0,36000.0,3,4.0,0,3,6500.0,17.49,1.0,0.18055555555555555,1,2.0,0.4
22.0,42000.0,3,2.0,1,0,6500.0,5.99,0.0,0.15476190476190477,0,2.0,0.6666666666666666
23.0,42000.0,3,2.0,4,1,6500.0,10.37,0.0,0.15476190476190477,0,3.0,1.0
25.0,52160.0,0,5.0,2,1,1750.0,11.89,0.0,0.033550613496932516,0,2.0,0.3333333333333333
23.0,52176.0,0,3.0,1,1,7500.0,10.59,0.0,0.1437442502299908,0,3.0,0.75
21.0,43000.0,3,5.0,1,2,6500.0,12.73,0.0,0.1511627906976744,0,3.0,0.5
23.0,52250.0,0,2.0,5,2,4750.0,13.35,0.0,0.09090909090909091,1,4.0,1.3333333333333333
23.0,44724.0,3,7.0,5,1,6500.0,10.96,0.0,0.14533583758161167,0,3.0,0.375
21.0,45000.0,3,3.0,5,1,6500.0,10.74,0.0,0.14444444444444443,0,2.0,0.5
26.0,45600.0,3,2.0,3,1,6500.0,10.99,0.0,0.1425438596491228,0,4.0,1.3333333333333333
22.0,46320.0,0,6.0,0,3,15000.0,12.86,1.0,0.3238341968911917,1,4.0,0.5714285714285714
23.0,52360.0,0,4.0,5,3,15000.0,16.49,0.0,0.28647822765469827,1,2.0,0.4
22.0,46500.0,0,0.0,0,1,9500.0,12.69,1.0,0.20430107526881722,0,4.0,4.0
22.0,52500.0,0,3.0,0,1,4000.0,10.65,0.0,0.0761904761904762,0,4.0,1.0
22.0,45012.0,3,6.0,3,3,6500.0,13.99,1.0,0.1444059361947925,0,2.0,0.2857142857142857
22.0,52500.0,0,6.0,0,2,8000.0,15.23,0.0,0.1523809523809524,0,3.0,0.42857142857142855
23.0,46500.0,0,1.0,3,0,5000.0,7.49,1.0,0.10752688172043011,0,3.0,1.5
22.0,53000.0,3,2.0,1,1,6500.0,10.65,0.0,0.12264150943396226,0,4.0,1.3333333333333333
21.0,55404.0,3,5.0,0,2,6500.0,13.98,0.0,0.11732004909392824,0,4.0,0.6666666666666666
22.0,59000.0,3,2.0,1,1,6500.0,10.95,0.0,0.11016949152542373,0,3.0,1.0
26.0,52500.0,0,0.0,4,1,15250.0,9.63,0.0,0.2904761904761905,0,2.0,2.0
25.0,52500.0,0,9.0,2,0,7000.0,5.79,0.0,0.13333333333333333,0,4.0,0.4
22.0,60000.0,3,3.0,4,1,6500.0,9.25,0.0,0.10833333333333334,0,2.0,0.5
25.0,52500.0,0,4.0,0,0,9000.0,7.88,0.0,0.17142857142857143,0,4.0,0.8
21.0,62467.0,3,0.0,3,1,6500.0,10.99,0.0,0.10405494100885268,0,4.0,4.0
22.0,63211.0,3,7.0,0,1,6500.0,11.86,0.0,0.10283020360380314,0,2.0,0.25
25.0,66000.0,3,7.0,0,1,6500.0,10.25,0.0,0.09848484848484848,0,3.0,0.375
22.0,52584.0,0,2.0,4,3,6400.0,14.54,0.0,0.12171002586338049,0,4.0,1.3333333333333333
25.0,46645.0,0,9.0,4,1,2000.0,12.69,1.0,0.042877050058955944,0,3.0,0.3
23.0,70000.0,3,6.0,5,2,6500.0,13.23,0.0,0.09285714285714286,0,3.0,0.42857142857142855
25.0,72600.0,3,5.0,2,0,6500.0,7.74,0.0,0.08953168044077135,0,2.0,0.3333333333333333
24.0,73000.0,3,2.0,0,0,6500.0,10.99,0.0,0.08904109589041095,0,4.0,1.3333333333333333
26.0,52700.0,0,7.0,4,0,4000.0,7.4,0.0,0.07590132827324478,0,3.0,0.375
22.0,52700.0,0,2.0,1,0,5000.0,9.63,0.0,0.09487666034155598,0,4.0,1.3333333333333333
25.0,52704.0,0,6.0,0,0,11000.0,8.94,0.0,0.20871281117182758,0,3.0,0.42857142857142855
24.0,52739.0,0,8.0,2,0,8000.0,9.38,0.0,0.15169039989381672,0,2.0,0.2222222222222222
23.0,52780.0,0,2.0,4,0,8000.0,7.51,0.0,0.15157256536566882,0,2.0,0.6666666666666666
25.0,75000.0,3,2.0,1,2,6500.0,13.57,0.0,0.08666666666666667,1,2.0,0.6666666666666666
23.0,52800.0,0,7.0,1,1,2625.0,11.71,0.0,0.04971590909090909,0,3.0,0.375
23.0,80000.0,3,6.0,5,0,6500.0,7.51,0.0,0.08125,0,3.0,0.42857142857142855
23.0,84000.0,3,4.0,5,3,6500.0,10.99,0.0,0.07738095238095238,0,3.0,0.6
25.0,84000.0,3,4.0,1,1,6500.0,11.89,0.0,0.07738095238095238,0,4.0,0.8
24.0,52800.0,0,8.0,0,0,3600.0,7.9,0.0,0.06818181818181818,0,3.0,0.3333333333333333
25.0,85296.0,3,7.0,0,2,6500.0,12.98,0.0,0.0762052147814669,1,4.0,0.5
